SID,Ticker,Exchange,Name,DateTimePulled_EST,Price,Ask,Bid,DayLow,DayHigh,Volume,MarketOpen,MarketClose,FiftyTwoWeekLow,FiftyTwoWeekHigh,FiftyDayAverage,FiftyTwoWeekChange,TwoHundredDayAverage,AverageVolume,TenDayAverageVolume,Country,Sector,Industry,LastDividendValue,PayoutRatio,ProfitMargins,FloatShares,ShortShares,ShortSharesMonthAgo,Employees,BookValue,EarningsQuarterlyGrowth,NetIncomeToCommon,SharesOutstanding,ShortRatio,Market,LongBusinessSummary
429,ALXO,NMS,ALX Oncology Holdings Inc.,Feb  3 2021 11:44PM,80.070,78.060,70.250,75.620,80.270,85036,80.070,79.640,28.010,117.450,84.008,NULL,55.738,197579,230571,United States,Healthcare,Biotechnology,NULL,0.000,0.000,15588499,1164574,1607990400,17,NULL,NULL,-41003000.00,37107500,6.120,us_market,"ALX Oncology Holdings Inc., a clinical-stage immuno-oncology company, focuses on developing therapies for patients fighting cancer. Its lead product candidate is ALX148, a CD47 blocking therapeutic used for the treatment of myelodysplastic syndromes and acute myeloid leukemia, as well as a range of solid tumor indications, including head and neck squamous cell and human epidermal growth factor receptor 2 positive gastric/gastroesophageal junction carcinoma. The company was founded in 2015 and is based in Burlingame, California."
430,ALYA,NCM,Alithya Group Inc.,Feb  3 2021 11:44PM,2.600,2.650,2.600,2.510,2.690,465228,2.600,2.600,0.960,5.470,2.346,NULL,2.254,292945,2382885,Canada,Technology,Information Technology Services,NULL,0.000,-0.164,40847169,6647,1607990400,2200,0.8130,NULL,NULL,51070100,0.140,us_market,"Alithya Group Inc. provides strategy and digital technology services in Canada, the United States, and Europe. The company's business strategy services include strategic consulting, digital transformation, organizational performance, and enterprise architecture services. It also provides application services, such as digital applications development, legacy systems modernization, control and software engineering, cloud infrastructure, quality assurance, and automated testing; enterprise solutions comprising enterprise resource planning, corporate performance management, customer relationship management, and human capital management; and data and analytics solutions, including business intelligence, data management, artificial intelligence, and machine learning, as well as internet of things. In addition, the company provides AI-FI, an integrated artificial intelligence and fidelity solution; Askida CT, a solution that allows clients to test the functionality of applications on various platforms; Capsure RF, a cloud based platform for healthcare providers to maximize material management processes; CASSI analytics for online weekly maintenance, outage management, petrochem turnarounds, and maintenance and reliability; and SIDER, a secure solution that facilitates distribution of medical results to healthcare facilities and to centralized electronic health records. It serves financial services, energy, manufacturing, telecommunications, transportation and logistics, professional services, healthcare, and government sectors. Alithya Group Inc. was founded in 1992 and is headquartered in Montreal, Canada."
431,AM,NYQ,Antero Midstream Corporation,Feb  3 2021 11:44PM,7.770,8.080,8.000,7.740,8.140,6460483,7.770,7.710,1.690,8.800,8.175,NULL,6.792,5134269,7009214,United States,Energy,Oil & Gas Midstream,NULL,NULL,-0.341,320720852,11611931,1607990400,547,5.2150,NULL,-344095008.00,476639008,2.260,us_market,"Antero Midstream Corporation owns and operates midstream energy assets. It owns and operates natural gas gathering pipelines, compression stations, processing and fractionation plants, and water handling and treatment assets in the Marcellus Shale and Utica Shale basins. The company was founded in 2013 and is headquartered in Denver, Colorado."
432,AMAL,NGM,Amalgamated Bank,Feb  3 2021 11:44PM,14.820,19.000,11.600,14.650,15.030,28216,14.820,14.850,7.900,19.400,14.403,NULL,12.667,56709,56357,United States,Financial Services,Banks—Regional,NULL,0.225,0.236,12839289,198411,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
433,AMAT,NMS,"Applied Materials, Inc.",Feb  3 2021 11:44PM,104.320,100.000,100.000,99.820,104.406,5399162,104.320,103.590,36.640,110.880,95.244,NULL,73.335,7406995,7688114,United States,Technology,Semiconductor Equipment & Materials,NULL,0.219,0.210,909982767,12490683,1607990400,24000,11.5730,0.62,3619000064.00,917660992,1.810,us_market,"Applied Materials, Inc. provides manufacturing equipment, services, and software to the semiconductor, display, and related industries. It operates through three segments: Semiconductor Systems, Applied Global Services, and Display and Adjacent Markets. The Semiconductor Systems segment develops, manufactures, and sells various manufacturing equipment that is used to fabricate semiconductor chips or integrated circuits. This segment also offers various technologies, including epitaxy, ion implantation, oxidation/nitridation, rapid thermal processing, physical vapor deposition, chemical vapor deposition, chemical mechanical planarization, electrochemical deposition, atomic layer deposition, etching, and selective deposition and removal, as well as metrology and inspection tools. The Applied Global Services segment provides integrated solutions to optimize equipment and fab performance and productivity comprising spares, upgrades, services, remanufactured earlier generation equipment, and factory automation software for semiconductor, display, and other products. The Display and Adjacent Markets segment offers products for manufacturing liquid crystal displays; organic light-emitting diodes; and other display technologies for TVs, monitors, laptops, personal computers, electronic tablets, smart phones, and other consumer-oriented devices, as well as equipment for processing flexible substrates. The company operates in the United States, China, Korea, Taiwan, Japan, Southeast Asia, and Europe. Applied Materials, Inc. was founded in 1967 and is headquartered in Santa Clara, California."
434,AMBA,NMS,"Ambarella, Inc.",Feb  3 2021 11:44PM,109.270,110.000,103.850,105.010,112.960,838854,109.270,108.590,36.020,114.500,98.447,NULL,66.897,809833,965728,United States,Technology,Semiconductor Equipment & Materials,NULL,0.000,-0.276,33523875,2118562,1607990400,761,13.1910,NULL,-60278000.00,35172000,3.100,us_market,"Ambarella, Inc. develops semiconductor processing solutions for video that enable high-definition (HD), video capture, analysis, sharing, and display worldwide. The company's system-on-a-chip designs integrated HD video processing, image processing, computer vision functionality, audio processing, and system functions onto a single chip for delivering video and image quality, differentiated functionality, and low power consumption. Its solutions enable the creation of video content for wearable cameras, automotive cameras, drones, and virtual reality cameras, as well as Internet Protocol security cameras for professional use and home security and monitoring. The company sells its solutions to original design manufacturers and original equipment manufacturers through its direct sales force and distributors. Ambarella, Inc. was founded in 2004 and is headquartered in Santa Clara, California."
435,AMBC,NYQ,"Ambac Financial Group, Inc.",Feb  3 2021 11:44PM,14.500,14.590,13.500,14.310,14.720,244465,14.500,14.500,8.740,22.480,15.957,NULL,14.099,390609,407342,United States,Financial Services,Insurance—Specialty,NULL,0.000,0.000,45298825,3655824,1607990400,103,22.5940,NULL,-533000000.00,45809100,8.940,us_market,"Ambac Financial Group, Inc., a financial services holding company, provides financial guarantees in the United States, the United Kingdom, Italy, Austria, Australia, France, and Internationally. It offers financial guarantee insurance policies; and credit derivative contracts and interest rate derivative transactions. The company was incorporated in 1991 and is headquartered in New York, New York."
436,AMBO,ASE,Ambow Education Holding Ltd.,Feb  3 2021 11:44PM,2.640,2.690,2.670,2.530,2.790,256182,2.640,2.540,1.100,6.430,2.341,NULL,2.581,487903,496000,China,Consumer Defensive,Education & Training Services,NULL,0.000,-0.161,10055763,138997,1607990400,2158,1.6050,NULL,NULL,23215300,0.430,us_market,"Ambow Education Holding Ltd. provides educational and career enhancement services and products to students, recent graduates, and corporate employees and management in the People's Republic of China. The company operates through two segments, K-12 Schools and CP&CE Programs. The K-12 Schools segment provides educational services covering K-12 programs and tutoring services; and international education programs. The CP&CE Programs segment operates tutoring centers that provide classroom instruction, small class, and one-on-one tutoring services for students to perform better in school and prepare for important tests, primarily high school and university entrance exams; and educational curriculum through its web-based applications. This segment also offers educational software products include eBoPo, which offers full subjects, online practice tests, and instructions for K-12 level students; career enhancement services and products focusing on improving educational opportunities for primary and advanced degree school students, and employment opportunities for university graduates; and outbound and in-house management trainings for corporate clients. In addition, this segment provides students with training for professional skills, such as case studies, job environment simulation, and technical skills; soft skills, including time management, presentation, leadership, and interview techniques; and intellectualized operational services to corporate clients, colleges, and universities. As of December 31, 2019, the company had 60 centers and schools comprising 3 K-12 schools, 25 tutoring centers, 26 training offices, 5 career enhancement centers, and 1 career enhancement college. The company was founded in 2000 and is headquartered in Beijing, the People's Republic of China."
437,AMC,NYQ,"AMC Entertainment Holdings, Inc.",Feb  3 2021 11:44PM,8.850,8.740,8.750,7.890,9.770,220024824,8.850,7.820,1.910,20.360,4.145,NULL,4.256,107743182,601493071,United States,Communication Services,Entertainment,NULL,NULL,-1.447,114941037,44671962,1607990400,3952,-21.5620,NULL,-3656800000.00,287276992,1.170,us_market,"AMC Entertainment Holdings, Inc., through its subsidiaries, involved in the theatrical exhibition business. The company owns, operates, or has interests in theatres. As of March 17, 2020, it operated approximately 1,000 theatres and 11,000 screens in the United States and internationally. The company was founded in 1920 and is headquartered in Leawood, Kansas. AMC Entertainment Holdings, Inc. is a subsidiary of Dalian Wanda Group Co., Ltd."
438,AMCA,NGM,iShares Russell 1000 Pure U.S. Revenue ETF,Feb  3 2021 11:44PM,32.090,32.190,32.150,31.999,32.204,1446,32.090,32.043,19.460,32.775,31.874,NULL,29.475,656,828,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
439,AMCI,NCM,AMCI Acquisition Corp.,Feb  3 2021 11:44PM,16.310,15.890,16.350,15.650,16.570,1203645,16.310,16.620,9.850,19.210,15.587,NULL,11.815,1291914,1194314,United States,Financial Services,Shell Companies,NULL,0.000,0.000,5194520,505253,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
440,AMCIU,NCM,AMCI Acquisition Corp.,Feb  3 2021 11:44PM,21.500,23.890,19.530,19.900,19.900,20,21.500,21.710,9.900,24.710,18.799,NULL,13.274,701,271,United States,Financial Services,Shell Companies,NULL,NULL,0.000,5194520,585,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
441,AMCR,NYQ,Amcor plc,Feb  3 2021 11:44PM,11.230,11.300,11.000,10.660,11.300,11021995,11.230,10.930,5.800,12.400,11.381,NULL,11.213,5779364,8438657,Switzerland,Consumer Cyclical,Packaging & Containers,NULL,0.983,0.062,1555159565,24960620,1607990400,47000,3.3310,0.18,776499968.00,1568480000,5.250,us_market,"Amcor plc develops, manufactures, and sells various packaging products for food, beverage, medical and pharmaceutical, fresh produce, snack food, personal care, and other industries worldwide. It operates through two segments, Flexibles and Rigid Packaging. The company provides flexible packaging products, rigid packaging containers, specialty cartons, and closures. The company is headquartered in ZÃ¼rich, Switzerland."
442,AMCX,NMS,AMC Networks Inc.,Feb  3 2021 11:45PM,46.115,47.340,47.020,45.225,47.560,982509,46.115,45.790,19.620,73.000,40.331,NULL,28.977,1490691,4356000,United States,Communication Services,Broadcasting,NULL,0.000,0.048,28076876,15625585,1607990400,2114,14.3660,-0.47,136691008.00,29754800,17.110,us_market,"AMC Networks Inc. owns and operates various cable television's brands delivering content to audiences, and a platform to distributors and advertisers in the United States and internationally. The company operates in two segments, National Networks; and International and Other. The National Networks segment operates five distributed entertainment programming networks under the AMC, WE tv, BBC AMERICA, IFC, and SundanceTV names in high definition and standard definition formats. This segment distributes its networks in the United States through cable and other multichannel video programming distribution platforms, such as direct broadcast satellite and platforms operated by telecommunications providers. The International and Other segment delivers entertaining and acclaimed programming services for subscribers in approximately 125 countries and territories. This segment also operates in independent film distribution business that distributes films across various media platforms, including theaters, cable/satellite video on demand, cable network television, streaming/downloading to internet-connected screens, and DVDs. It also provides subscription streaming and talent management services. The company was founded in 1980 and is headquartered in New York, New York."
443,AMD,NMS,"Advanced Micro Devices, Inc.",Feb  3 2021 11:45PM,88.600,87.930,87.890,87.340,89.480,31880800,88.600,88.860,36.750,99.230,92.155,NULL,84.248,44911877,52544057,United States,Technology,Semiconductors,NULL,0.000,0.255,1203334012,71347086,1607990400,12600,4.8200,9.48,2489999872.00,1212070016,1.720,us_market,"Advanced Micro Devices, Inc. operates as a semiconductor company worldwide. The company operates in two segments, Computing and Graphics; and Enterprise, Embedded and Semi-Custom. Its products include x86 microprocessors as an accelerated processing unit, chipsets, discrete and integrated graphics processing units (GPUs), data center and professional GPUs, and development services; and server and embedded processors, and semi-custom System-on-Chip (SoC) products, development services, and technology for game consoles. The company provides x86 microprocessors for desktop PCs under the AMD Ryzen, AMD Ryzen PRO, Ryzen, Threadripper, AMD A-Series, AMD FX, AMD Athlon, AMD Athlon PRO, and AMD Pro A-Series processors brands; microprocessors for notebook and 2-in-1s under the AMD Ryzen, AMD A-Series, AMD Athlon, AMD Ryzen PRO, AMD Athlon PRO, and AMD Pro A-Series processors brands; microprocessors for servers under the AMD EPYC and AMD Opteron brands; and chipsets under the AMD trademark. It also offers discrete GPUs for desktop and notebook PCs under the AMD Radeon graphics and AMD Embedded Radeon brands; professional graphics products under the AMD Radeon Pro and AMD FirePro graphics brands; and Radeon Instinct and AMD Instinct accelerators for servers. In addition, the company provides embedded processor solutions under the AMD Opteron, AMD Athlon, AMD Geode, AMD Ryzen, AMD EPYC, AMD R-Series, and G-Series processors brands; and customer-specific solutions based on AMD CPU, GPU, and multi-media technologies, as well as semi-custom SoC products. It serves original equipment manufacturers, public cloud service providers, original design manufacturers, system integrators, independent distributors, online retailers, and add-in-board manufacturers through its direct sales force, independent distributors, and sales representatives. Advanced Micro Devices, Inc. was founded in 1969 and is headquartered in Santa Clara, California."
444,AME,NYQ,"AMETEK, Inc.",Feb  3 2021 11:45PM,116.150,117.840,116.390,115.420,116.780,944146,116.150,116.490,54.820,125.810,118.731,NULL,108.144,933369,1262985,United States,Industrials,Specialty Industrial Machinery,NULL,0.180,0.188,229036466,1706857,1607990400,18100,24.7940,-0.07,872190976.00,230064992,2.340,us_market,"AMETEK, Inc. manufactures and sells electronic instruments and electromechanical devices worldwide. It operates through two segments, Electronic Instruments (EIG) and Electromechanical (EMG). The company's EIG segment offers advanced instruments for the process, aerospace, power, and industrial markets; process and analytical instruments for the oil and gas, petrochemical, pharmaceutical, semiconductor, automation, and food and beverage industries; and instruments to the laboratory equipment, ultra-precision manufacturing, medical, and test and measurement markets. This segment also provides power quality monitoring and metering, uninterruptible power supplies, programmable power equipment, electromagnetic compatibility test equipment, sensors for gas turbines, dashboard instruments for heavy trucks and other vehicles, and instrumentation and controls for the food and beverage industries; and aircraft and engine sensors, monitoring systems, power supplies, fuel and fluid measurement systems, and data acquisition units for the aerospace industry. Its EMG segment offers engineered electrical connectors and electronics packaging for protecting sensitive electronic devices; precision motion control products for data storage, medical devices, business equipment, automation and other applications; high-purity powdered metals, strip and foil, specialty clad metals, and metal matrix composites; motor-blower systems and heat exchangers for use in thermal management, military, commercial aircraft, and military ground vehicles; and motors for use in commercial appliances, fitness equipment, food and beverage machines, hydraulic pumps, and industrial blowers. This segment also operates a network of aviation maintenance, repair, and overhaul facilities. In addition, the company offers clinical and education communication solutions for hospitals, health systems, and educational facilities. AMETEK, Inc. was incorporated in 1930 and is headquartered in Berwyn, Pennsylvania."
445,AMED,NMS,"Amedisys, Inc.",Feb  3 2021 11:45PM,288.100,313.390,240.840,281.880,293.070,119470,288.100,288.000,132.950,325.120,293.257,NULL,253.488,162958,168428,United States,Healthcare,Medical Care Facilities,NULL,0.000,0.082,32171390,456769,1607990400,21000,23.0530,1.11,166112000.00,32810500,2.720,us_market,"Amedisys, Inc., together with its subsidiaries, provides healthcare services in the United States. It operates through three segments: Home Health, Hospice, and Personal Care. The Home Health segment offers a range of services in the homes of individuals for the recovery of patients from surgery, chronic disability, or terminal illness, as well as prevents avoidable hospital readmissions through its skilled nurses; rehabilitation therapists specialized in physical, speech, and occupational therapy; and social workers and aides for assisting its patients. The Hospice segment offers services that is designed to provide comfort and support for those who are dealing with a terminal illness, including heart disease, pulmonary disease, Alzheimer's, or cancer. The Personal Care segment provides assistance for patients with the activities of daily living. As of February 18, 2020, the company owned and operated 479 care centers in 38 states and the District of Columbia. Amedisys, Inc. was founded in 1982 and is headquartered in Baton Rouge, Louisiana."
446,AMEH,NCM,"Apollo Medical Holdings, Inc.",Feb  3 2021 11:45PM,23.190,23.480,20.250,22.820,23.570,66145,23.190,23.300,9.270,23.970,20.284,NULL,18.349,88916,76428,United States,Healthcare,Medical Care Facilities,NULL,0.000,0.050,10946833,309299,1607990400,547,6.2110,3.51,34536544.00,36789900,2.670,us_market,"Apollo Medical Holdings, Inc., a physician-centric technology-powered healthcare management company, provides medical care services. The company, leveraging its proprietary population health management and healthcare delivery platform, operates an integrated, value-based healthcare model which empowers the providers in its network to deliver quality care to its patients. It offers care coordination services to patients, families, primary care physicians, specialists, acute care hospitals, alternative sites of inpatient care, physician groups, and health plans. The company's physician network consists of primary care physicians, specialist physicians, and hospitalists. It caters to patients, primarily covered by private or public insurance, such as Medicare, Medicaid, and health maintenance organization plans; and non-insured patients in California. Apollo Medical Holdings, Inc. was founded in 1994 and is headquartered in Alhambra, California."
447,AMER,BTS,Emles Made in America ETF,Feb  3 2021 11:45PM,26.718,27.050,27.020,27.039,27.039,79,26.718,26.910,0.680,27.670,26.762,NULL,25.849,3035,1157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448,AMG,NYQ,"Affiliated Managers Group, Inc.",Feb  3 2021 11:45PM,111.500,112.720,112.090,110.415,112.660,285452,111.500,111.990,44.370,120.120,106.521,NULL,83.546,365070,443257,United States,Financial Services,Asset Management,NULL,0.291,0.054,44913799,2160721,1607990400,4000,62.7510,-0.17,108800000.00,46553100,6.740,us_market,"Affiliated Managers Group, Inc., through its affiliates, operates as an asset management company providing investment management services to mutual funds, institutional clients, and high net worth individuals in the United States. It provides advisory or subadvisory services to mutual funds. These funds are distributed to retail and institutional clients directly and through intermediaries, including independent investment advisors, retirement plan sponsors, broker-dealers, major fund marketplaces, and bank trust departments. The company also offers investment products in various investment styles in the institutional distribution channel, including small, small/mid, mid, and large capitalization value and growth equity, and emerging markets. In addition, it offers quantitative, alternative, and fixed income products, and manages assets for foundations and endowments, defined benefit, and defined contribution plans for corporations and municipalities. Affiliated Managers Group provides investment management or customized investment counseling and fiduciary services. The company was formed as a corporation under the laws of Delaware in 1993. Affiliated Managers Group is based in Prides Crossing, Massachusetts."
449,AMGN,NMS,Amgen Inc.,Feb  3 2021 11:45PM,231.559,238.900,232.640,231.391,239.662,4479165,231.559,240.490,177.050,276.690,237.052,NULL,238.452,2537104,2956042,United States,Healthcare,Drug Manufacturers—General,NULL,0.504,0.294,581126530,7021398,1607990400,23400,18.7810,0.03,7352000000.00,582169024,2.830,us_market,"Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide. It focuses on inflammation, oncology/hematology, bone health, cardiovascular disease, nephrology and neuroscience areas. The company's products include Enbrel to treat plaque psoriasis, rheumatoid arthritis, and psoriatic arthritis; Neulasta, a pegylated protein to treat cancer patients; Prolia to treat postmenopausal women with osteoporosis; Xgeva for skeletal-related events prevention; Aranesp to treat a lower-than-normal number of red blood cells and anemia; KYPROLIS to treat patients with relapsed or refractory multiple myeloma; Sensipar/Mimpara to treat secondary hyperparathyroidism; and EPOGEN to treat anemia caused by chronic kidney disease. It also markets other products in various markets, including Nplate, Vectibix, Repatha, Parsabiv, BLINCYTO, Aimovig, NEUPOGEN, Otezla, AMGEVITA, KANJINTI, EVENITY, IMLYGIC, MVASI, and Corlanor. Amgen Inc. serves healthcare providers, including physicians or their clinics, dialysis centers, hospitals, and pharmacies. It distributes its products through pharmaceutical wholesale distributors, as well as direct-to-consumer channels. The company has collaboration agreements with Novartis; UCB; Bayer HealthCare LLC; BeiGene, Ltd.; QIAGEN N.V.; Adaptive Biotechnologies; and Eli Lilly and Company, as well as has a strategic agreement with McKesson Corporation to help improve cancer care in community oncology settings. Amgen Inc. was founded in 1980 and is headquartered in Thousand Oaks, California."
450,AMH,NYQ,American Homes 4 Rent,Feb  3 2021 11:45PM,30.980,30.920,30.900,30.684,31.100,2703130,30.980,31.050,17.500,32.040,30.034,NULL,29.150,1878850,1462528,United States,Real Estate,REIT—Residential,NULL,0.741,0.117,270227879,5090195,1607990400,1324,18.2400,-0.03,81559000.00,315628000,3.010,us_market,"American Homes 4 Rent (NYSE: AMH) is a leader in the single-family home rental industry and ""American Homes 4 Rent"" is fast becoming a nationally recognized brand for rental homes, known for high-quality, good value and tenant satisfaction. We are an internally managed Maryland real estate investment trust, or REIT, focused on acquiring, developing, renovating, leasing, and operating attractive, single-family homes as rental properties. As of September 30, 2020, we owned 53,229 single-family properties in selected submarkets in 22 states."
451,AMHC,NCM,Amplitude Healthcare Acquisition Corporation,Feb  3 2021 11:45PM,10.350,10.500,10.200,10.260,10.350,49018,10.350,10.300,9.450,10.460,10.193,NULL,9.997,44814,118728,United States,Financial Services,Shell Companies,NULL,NULL,0.000,8040875,5031,1607990400,1,NULL,NULL,4903.00,10000000,0.090,us_market,"Amplitude Healthcare Acquisition Corporation does not have significant operations. It intends to acquire assets and businesses through a merger, share exchange, share purchase, reorganization, or similar business combination with one or more businesses in the healthcare or healthcare related industries. The company was founded in 2019 and is based in New York, New York."
452,AMHCU,NCM,Amplitude Healthcare Acquisition Corporation,Feb  3 2021 11:45PM,10.650,12.000,10.660,11.000,11.000,1900,10.650,11.000,9.290,14.650,11.023,NULL,10.506,733,800,United States,Financial Services,Shell Companies,NULL,NULL,0.000,8040875,0,1607990400,1,0.0100,NULL,4903.00,NULL,0.000,us_market,"Amplitude Healthcare Acquisition Corporation does not have significant operations. It intends to acquire assets and businesses through a merger, share exchange, share purchase, reorganization, or similar business combination with one or more businesses in the healthcare or healthcare related industries. The company was founded in 2019 and is based in New York, New York."
453,AMJ,PCX,JPMorgan Alerian MLP Index ETN,Feb  3 2021 11:45PM,15.080,15.060,15.050,14.870,15.145,809504,15.080,14.870,6.150,21.050,14.793,NULL,13.153,1378583,741000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
454,AMK,NYQ,"AssetMark Financial Holdings, Inc.",Feb  3 2021 11:45PM,23.240,23.070,22.950,22.840,23.480,164608,23.240,23.390,13.940,34.020,24.110,NULL,24.087,100520,92628,United States,Financial Services,Asset Management,NULL,0.000,-0.002,68475413,518172,1607990400,729,11.7080,NULL,-687000.00,72449296,6.130,us_market,"AssetMark Financial Holdings, Inc. provides wealth management and technology solutions in the United States. The company offers an open-architecture product platform, as well as client advice, asset allocation options, practice management, support services, and technology to the financial adviser channel. It provides integrated technology platform for advisers new account opening, portfolio construction, streamlined financial planning, customer billing, investor reporting, progress to goal analysis, and client activity tracking; advisory services; and curated investment platform. The company also offers mutual funds to clients of financial advisers; custodial recordkeeping services primarily to investor clients of registered investment advisers; record-keeper and third-party administrator services for retirement products; wealth management services for institutional and individual investors; and insurance services on an intermediary basis. It serves independent advisers who provide wealth management advice to the U.S. investors. The company was founded in 1996 and is headquartered in Concord, California. AssetMark Financial Holdings, Inc. operates as a subsidiary of Huatai International Investment Holdings Limited."
455,AMKR,NMS,"Amkor Technology, Inc.",Feb  3 2021 11:45PM,16.680,16.380,16.390,16.202,16.760,793569,16.680,16.670,5.400,19.050,16.400,NULL,13.699,1025958,1052157,United States,Technology,Semiconductors,NULL,0.000,0.064,91518572,3236612,1607990400,29650,9.0700,0.70,310611008.00,242446000,3.250,us_market,"Amkor Technology, Inc. provides outsourced semiconductor packaging and test services in the United States and internationally. The company offers turnkey packaging and test services, including semiconductor wafer bumps, wafer probes, wafer back-grinds, package design, packaging, and test and drop shipment services. Its packages employ wirebond, flip chip, copper clip, and other interconnect technologies. The company also provides semiconductor testing services, such as wafer and final test services; flip chip scale package products for use in smartphones, tablets, and other mobile consumer electronic devices; flip chip stacked chip scale packages that are used to stack memory, and as applications processors in mobile devices; and flip chip ball grid array products for various networking, storage, computing, and consumer applications. In addition, it offers wafer-level CSP packages used in power management, transceivers, sensors, wireless charging, codecs, and specialty silicon; wafer-level fan-out packages used in ICs; and silicon wafer integrated fan-out technology, which replaces a laminate substrate with a thinner structure. Further, the company provides lead frame packages that are used in electronic devices for low to medium pin count applications; substrate-based wirebond packages, which are used to connect a die to a substrate; micro-electro-mechanical systems (MEMS) packages that are miniaturized mechanical and electro-mechanical devices; and advanced system-in-package modules, which are used in radio frequency and front end modules, basebands, connectivity, fingerprint sensors, display and touch screen drivers, sensors and MEMS, and NAND memory and solid state drives. It primarily serves integrated device manufacturers, fabless semiconductor companies, original equipment manufacturers, and contract foundries. Amkor Technology, Inc. was founded in 1968 and is headquartered in Tempe, Arizona."
456,AMLP,PCX,Alerian MLP ETF,Feb  3 2021 11:45PM,27.510,28.000,27.840,27.450,27.985,2473489,27.510,27.360,12.050,41.100,27.384,NULL,24.257,3652143,2768214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457,AMN,NYQ,"AMN Healthcare Services, Inc.",Feb  3 2021 11:45PM,73.370,74.720,73.500,73.030,74.390,174833,73.370,73.600,36.650,89.220,71.249,NULL,62.255,322430,242342,United States,Healthcare,Medical Care Facilities,NULL,0.000,0.038,46652704,1327564,1607990400,3236,17.1760,0.11,88839000.00,47030800,4.790,us_market,"AMN Healthcare Services, Inc. provides healthcare workforce solutions and staffing services to hospitals and healthcare facilities in the United States. It operates through three segments: Nurse and Allied Solutions, Locum Tenens Solutions, and Other Workforce Solutions. It offers travel nurse staffing under the American Mobile, Onward Healthcare, Nurses Rx, Advanced, and O'Grady-Peyton brands; nurse staffing and labor disruption services, a staffing solution under the NurseChoice and HealthSource Global Staffing brands; local, or per diem, staffing for daily shift work under the Nursefinders brand; and locum tenens staffing for specialties, clinicians, and dentists on an independent contractor basis on temporary assignments under the Staff Care and Locum Leaders brands. It also provides allied staffing services, such as skilled nursing facilities, rehabilitation clinics, and retail and mail-order pharmacies under the Med Travelers and Club Staffing brands; physician permanent placement services to hospitals, healthcare facilities, and physician practice groups under the Merritt Hawkins brand, as well as physician executive leadership search services under the B.E. Smith brand; and executive and clinical leadership interim staffing, healthcare executive search, and advisory services. In addition, it offers managed services programs; vendor management systems, including ShiftWise and Medefis technologies; recruitment process outsourcing for permanent hiring needs; workforce optimization services comprising consulting, data analytics, predictive modeling, and SaaS-based scheduling technology under the Smart Square brand; medical coding, clinical documentation improvement, case management, clinical data registry, and auditing and advisory services; digital staffing services; flex pool management; and credentialing software solutions to clinicians and healthcare enterprises. AMN Healthcare Services, Inc. was founded in 1985 and is based in Dallas, Taxas."
458,AMNA,PCX,ETRACS Alerian Midstream Energy Index ETN,Feb  3 2021 11:45PM,27.730,26.880,26.850,26.500,26.500,3,27.730,27.628,20.950,28.253,26.587,NULL,24.422,903,2585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459,AMNB,NMS,American National Bankshares Inc.,Feb  3 2021 11:45PM,29.000,38.190,27.000,28.500,29.080,22231,29.000,29.190,18.530,36.990,27.580,NULL,24.619,25777,33271,United States,Financial Services,Banks—Regional,NULL,0.396,0.327,10495189,97221,1607990400,342,30.7670,0.18,30045000.00,10982400,4.550,us_market,"American National Bankshares Inc. operates as the bank holding company for American National Bank and Trust Company that provides financial products and services. The company operates through two segments, Community Banking, and Trust and Investment Services. It accepts deposit products, including checking, money market, savings, and consumer and commercial time deposits, as well as certificates of deposit. The company's loan products comprise commercial and residential real estate loans, commercial loans to small and medium-sized businesses, construction and land development loans, home equity loans, mortgage loans, and consumer loans. It also offers trust and investment services, such as estate planning, trust account administration, and retail brokerage services; online and telephone banking services; insurance services; and investment management services, including purchasing equity, fixed income, and mutual fund investments for customer accounts, as well as operates thirty-eight automated teller machines. As of December 31, 2019, it operated twenty-six banking offices; and one loan production offices in Roanoke, Virginia. American National Bankshares Inc. was founded in 1909 and is headquartered in Danville, Virginia."
460,AMND,PCX,ETRACS Alerian Midstream Energy High Dividend Index ETN,Feb  3 2021 11:45PM,30.220,28.550,28.520,29.420,29.560,0,30.220,29.679,22.000,30.220,28.310,NULL,25.859,1403,585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
